StratumID,ClassLabelID,StateClassID,Description
10190_4,A,Early1:OPN,"Initial post-fire community dominated by shrubs (resprouts and seedlings) and forbs. Later stages of this class contain greater amounts of perennial grasses and forbs, with shrub cover and density continuing to increase. Evidence of past fires (burnt stumps and charcoal) should be observed. Surface fire occurring every 5-10yrs on average (due to Native American influence) maintains this class as a small subset of the stand (this was not modeled). Replacement fire occurs."
10190_4,B,Mid1:OPN,"Dominated by shrubs, perennial forbs , and grasses. Tree seedlings starting to establish on favorable microsites ( e.g., beneath â€œnurseâ€ shrubs ) . Total cover and density continues to increase except on shallow , unproductive soil. It is important to note that replacement fire at this stage does not eliminate perennial grasses. Mixed - severity fire thins the woody vegetation but does not change its succession age."
10190_4,C,Mid2:OPN,"Shrub and tree-dominated community with young juniper , pinyon seedlings , and saplings becoming established. Shrub cover and density peaks and begins to decline during this phase as trees begin to dominate. It is important to note that replacement fire at this stage does not eliminate perennial grasses. Mixed - severity fire noted . Mortality from insects, pathogens, and drought cause transitions by killing older trees."
10190_4,D,Late1:OPN,"Community dominated by young to mature juniper and pine of mixed age structure. In this class, juniper and pinyon are becoming competitive and beginning to affect understory composition. Mixed - severity fire is less frequent than in previous states and maintains vegetation. Surface fire is infrequent and does not change successional dynamics (recovery to pre-fire conditions in <5yrs ). Tree pathogens and insects (i.e., black stain root disease [ significant in the San Bernardinos; deemed second only to stand-replacing fires as a mortality agent in pinyon ] ) and pinyon i ps ( which may be a disease vector) become more important for woodland dynamics to occur -- including both patch mortality and thinning of isolated individual trees."
10190_4,E,Late2:OPN,"Some sites dominated by widely spaced old juniper and pinyon whe reas elsewhere there are dense, old-growth stands with multiple layers. May have all-age, multi-stor y structure. Occasional shrubs with few grasses and forbs , and often much rock. Understory depauperate and high amounts of bare ground present. Grasses present on microsites with deeper soils (>20in) , with restricting clay subsurface horizon. Potential maximum overstory coverage is greater in stands with pinyon compared to those with juniper only . Replacement fire and mixed - severity fires are rare. Surface fire occurs when especially dry years follow wet years , and ancient trees are scarred . Tree pathogens and insects associated with drought conditions kill patches of trees and individual trees. This class maintains in the absence of disturbance."
10190_6_7_9_12_16_17_18_19,A,Early1:OPN,"This class includes an early development, post-fire community and a tree - establishment phase . Initial post-fire community dominated by annual grasses and forbs; trees and shrubs are present with tree seedlings within the shrub crowns. Herb cover is typically 0-20% , and herb height may be > 1m . Shrub /tree cover is 5-10%.  Evidence of past fires, such as charred wood and charcoal, may be present. Site characteristics mean bare ground and exposed rock is very common and vegetation is patchy. Phase 1 encroachment , early tree establishment . Dominated by shrubs such as rabbitbrush, perennial forbs , and grasses. Tree seedlings starting to establish on favorable microsites. Tree crowns begin to emerge above the shrubs in the latter part of this stage and are difficult to impossible to detect in satellite imagery and most other forms of remote sensing. Total plant cover remains low due to shallow unproductive soils and exposed rock. During multiyear drought periods, insects may reduce the extent of pinyon, opening the stand."
10190_6_7_9_12_16_17_18_19,B,Mid1:OPN,"Phase 2 encroachment , increasing tree dominance . Shrub - (10- 40% cover , .5-1 .5m tall ) and tree-dominated community with young juniper and pinyon seedlings becoming established . It is important to note that replacement fire at this stage does not eliminate perennial grasses. Mortality from insects, pathogens, and drought kill older trees."
10190_6_7_9_12_16_17_18_19,C,Late1:OPN,"Phase 3 encroachment , tree dominance . Community dominated by young to mature juniper and pine of mixed - age structure. Juniper and pinyon becoming competitive on site and beginning to affect understory composition. Tree pathogens and insects such as pinyon Ips become more important for woodland dynamics, including both patch mortality and thinning of isolated individual trees during periods of multiyear drought."
10190_6_7_9_12_16_17_18_19,D,Late2:OPN,"Old growth. Some sites dominated by widely spaced old juniper and pinyon, while elsewhere there are dense, old-growth stands with multiple layers. May have all-aged, multi-storied structure. Occasional shrubs with few grasses and forbs and often much rock. Understory depauperate and high amounts of bare ground present. Grasses present on microsites with deeper soils (>20in) with restricting clay subsurface horizon. Potential maximum overstory coverage is greater in those stands with pinyon as compared to those with only juniper. Stand is closed below  ground. Surface fire occurs when especially dry years follow wet years and will scar ancient trees but otherwise have no discern i ble impact. Tree pathogens and insects associated with multiyear drought conditions kill patches of trees."
10200_13,A,Early1:ALL,"Bare ground and talus with sparse ground cover of forbs, grasses , and low shrubs. Occasional old survivors may be present."
10200_13,B,Mid1:OPN,"Open woodland <40% crown closure of seedlings, saplings , and survivors."
10200_13,C,Late1:OPN,"Open woodland <40% crown cover of mixed diameters, seedling to 40in DBH . Sparse ground cover of grasses and low shrubs. Very old trees can develop in this class."
10200_6_9_12_17,A,Early1:ALL,"Bare ground and talus with sparse ground cover of forbs, grasses , and low shrubs. Occasional old survivors may be present. Surface fire and weather-related stress affect this class but without consequences to dynamics."
10200_6_9_12_17,B,Mid1:OPN,"Open woodland of seedlings, saplings, and survivors."
10200_6_9_12_17,C,Late1:OPN,"Open woodland with mixed tree diameters, seedlings to  40in DBH. Sparse ground cover of grasses and low shrubs. Very old trees can develop in this class.  Tree heights are 5.1-25m."
10210_2_3_6_7,A,Early1:ALL,"Early succession. V egetation comprised of grass, shrubs, and shade - intolerant tree species seedlings, saplings , and poles. Snags are typically present. Initial stages of this type are dominated with shrub s ; later, tree - form species start to express dominance. Tree cover > 40% is unlikely. This type has great variation in wh ich species will express early dominance. Both precipitation and existing veg etation patterns contribute to the early seral species composition : RHDI6 in dryer situations ; LIDE3 in moister sites."
10210_2_3_6_7,B,Mid1:CLS,Pole to large conifers (up to 30in DBH) .  These stands are comprised of conifers along with hardwood trees and shrubs. Ladder fuels and sub - canopy may provide conditions to allow crown fire initiation. Surface fuels moderate. Closed conditions occur with less frequent fire s or on more productive sites . These younger patches tend to occur on south ern and west ern slopes .
10210_2_3_6_7,C,Mid1:OPN,Pole to large conifers (up to 30in DBH) . These stands are comprised  of conifers along with hardwood trees and shrubs. Ladder fuels and sub - canopy may provide conditions to allow crown fire initiation. Surface fuels moderate. Open conditions occur with more frequent fire s or on less productive sites.
10210_2_3_6_7,D,Late1:OPN,"Generally older stands may have larger trees , but never in the numbers or size of better sites , such as mixed - conifer sites. These stands are comprised of conifers along with hardwood trees and shrubs.  Ladder fuels and sub - canopy may provide conditions to allow crown fire initiation. Surface fuels moderate. Open conditions occur with more frequent fire or on less productive sites."
